"playerID","age","gender","education","nativeEnglish","poemNr","condition","choice","correctness","certainty"
2,25,0,"Cognitive Science",0,8,"Like","Right",1,7
2,25,0,"Cognitive Science",0,9,"Machine","Left",1,7
2,25,0,"Cognitive Science",0,9,"Like","Right",1,7
2,25,0,"Cognitive Science",0,10,"Machine","Right",1,3
2,25,0,"Cognitive Science",0,10,"Like","Left",1,3
2,25,0,"Cognitive Science",0,11,"Machine","Left",1,1
2,25,0,"Cognitive Science",0,11,"Like","Right",1,1
2,25,0,"Cognitive Science",0,12,"Machine","Left",1,1
2,25,0,"Cognitive Science",0,12,"Like","Right",1,1
2,25,0,"Cognitive Science",0,13,"Machine","Right",1,6
2,25,0,"Cognitive Science",0,13,"Like","Left",1,6
2,25,0,"Cognitive Science",0,14,"Machine","Right",1,10
2,25,0,"Cognitive Science",0,14,"Like","Left",1,10
2,25,0,"Cognitive Science",0,15,"Machine","Left",1,4
2,25,0,"Cognitive Science",0,15,"Like","Right",1,4
2,25,0,"Cognitive Science",0,16,"Machine","Right",1,10
2,25,0,"Cognitive Science",0,16,"Like","Left",1,10
2,25,0,"Cognitive Science",0,17,"Machine","Left",1,9
2,25,0,"Cognitive Science",0,17,"Like","Right",1,9
2,25,0,"Cognitive Science",0,18,"Machine","Right",1,5
2,25,0,"Cognitive Science",0,18,"Like","Left",1,5
2,25,0,"Cognitive Science",0,19,"Machine","Left",1,9
2,25,0,"Cognitive Science",0,19,"Like","Right",1,9
2,25,0,"Cognitive Science",0,20,"Machine","Left",0,4
2,25,0,"Cognitive Science",0,20,"Like","Right",0,4
3,25,1,"Cognitive Science",0,1,"Machine","Left",1,4
3,25,1,"Cognitive Science",0,1,"Like","Left",1,4
3,25,1,"Cognitive Science",0,2,"Machine","Left",1,2
3,25,1,"Cognitive Science",0,2,"Like","Right",1,2
3,25,1,"Cognitive Science",0,3,"Machine","Right",1,7
3,25,1,"Cognitive Science",0,3,"Like","Left",1,7
3,25,1,"Cognitive Science",0,4,"Machine","Right",1,10
3,25,1,"Cognitive Science",0,4,"Like","Left",1,10
3,25,1,"Cognitive Science",0,5,"Machine","Left",0,2
3,25,1,"Cognitive Science",0,5,"Like","Right",0,2
3,25,1,"Cognitive Science",0,6,"Machine","Right",0,1
3,25,1,"Cognitive Science",0,6,"Like","Right",0,1
3,25,1,"Cognitive Science",0,7,"Machine","Right",1,3
3,25,1,"Cognitive Science",0,7,"Like","Left",1,3
3,25,1,"Cognitive Science",0,8,"Machine","Left",1,7
3,25,1,"Cognitive Science",0,8,"Like","Right",1,7
3,25,1,"Cognitive Science",0,9,"Machine","Left",1,7
3,25,1,"Cognitive Science",0,9,"Like","Right",1,7
3,25,1,"Cognitive Science",0,10,"Machine","Right",1,3
3,25,1,"Cognitive Science",0,10,"Like","Left",1,3
3,25,1,"Cognitive Science",0,11,"Machine","Left",1,1
3,25,1,"Cognitive Science",0,11,"Like","Right",1,1
3,25,1,"Cognitive Science",0,12,"Machine","Left",1,1
3,25,1,"Cognitive Science",0,12,"Like","Right",1,1
3,25,1,"Cognitive Science",0,13,"Machine","Right",1,6
3,25,1,"Cognitive Science",0,13,"Like","Left",1,6
3,25,1,"Cognitive Science",0,14,"Machine","Right",1,10
3,25,1,"Cognitive Science",0,14,"Like","Left",1,10
3,25,1,"Cognitive Science",0,15,"Machine","Left",1,4
3,25,1,"Cognitive Science",0,15,"Like","Right",1,4
3,25,1,"Cognitive Science",0,16,"Machine","Right",1,10
3,25,1,"Cognitive Science",0,16,"Like","Left",1,10
3,25,1,"Cognitive Science",0,17,"Machine","Left",1,9
3,25,1,"Cognitive Science",0,17,"Like","Right",1,9
3,25,1,"Cognitive Science",0,18,"Machine","Right",1,5
3,25,1,"Cognitive Science",0,18,"Like","Left",1,5
3,25,1,"Cognitive Science",0,19,"Machine","Left",1,9
3,25,1,"Cognitive Science",0,19,"Like","Right",1,9
3,25,1,"Cognitive Science",0,20,"Machine","Left",0,4
3,25,1,"Cognitive Science",0,20,"Like","Right",0,4
4,24,1,"History",0,1,"Machine","Left",1,4
4,24,1,"History",0,1,"Like","Left",1,4
4,24,1,"History",0,2,"Machine","Left",1,2
4,24,1,"History",0,2,"Like","Right",1,2
4,24,1,"History",0,3,"Machine","Right",1,7
4,24,1,"History",0,3,"Like","Left",1,7
4,24,1,"History",0,4,"Machine","Right",1,10
4,24,1,"History",0,4,"Like","Left",1,10
4,24,1,"History",0,5,"Machine","Left",0,2
4,24,1,"History",0,5,"Like","Right",0,2
4,24,1,"History",0,6,"Machine","Right",0,1
4,24,1,"History",0,6,"Like","Right",0,1
4,24,1,"History",0,7,"Machine","Right",1,3
4,24,1,"History",0,7,"Like","Left",1,3
4,24,1,"History",0,8,"Machine","Left",1,7
4,24,1,"History",0,8,"Like","Right",1,7
4,24,1,"History",0,9,"Machine","Left",1,7
4,24,1,"History",0,9,"Like","Right",1,7
4,24,1,"History",0,10,"Machine","Right",1,3
4,24,1,"History",0,10,"Like","Left",1,3
4,24,1,"History",0,11,"Machine","Left",1,1
4,24,1,"History",0,11,"Like","Right",1,1
4,24,1,"History",0,12,"Machine","Left",1,1
4,24,1,"History",0,12,"Like","Right",1,1
4,24,1,"History",0,13,"Machine","Right",1,6
4,24,1,"History",0,13,"Like","Left",1,6
4,24,1,"History",0,14,"Machine","Right",1,10
4,24,1,"History",0,14,"Like","Left",1,10
4,24,1,"History",0,15,"Machine","Left",1,4
4,24,1,"History",0,15,"Like","Right",1,4
4,24,1,"History",0,16,"Machine","Right",1,10
4,24,1,"History",0,16,"Like","Left",1,10
4,24,1,"History",0,17,"Machine","Left",1,9
4,24,1,"History",0,17,"Like","Right",1,9
4,24,1,"History",0,18,"Machine","Right",1,5
4,24,1,"History",0,18,"Like","Left",1,5
4,24,1,"History",0,19,"Machine","Left",1,9
4,24,1,"History",0,19,"Like","Right",1,9
4,24,1,"History",0,20,"Machine","Left",0,4
4,24,1,"History",0,20,"Like","Right",0,4
5,23,0,"Cognitive Science",0,1,"Machine","Left",1,4
5,23,0,"Cognitive Science",0,1,"Like","Left",1,4
5,23,0,"Cognitive Science",0,2,"Machine","Left",1,2
5,23,0,"Cognitive Science",0,2,"Like","Right",1,2
5,23,0,"Cognitive Science",0,3,"Machine","Right",1,7
5,23,0,"Cognitive Science",0,3,"Like","Left",1,7
5,23,0,"Cognitive Science",0,4,"Machine","Right",1,10
5,23,0,"Cognitive Science",0,4,"Like","Left",1,10
5,23,0,"Cognitive Science",0,5,"Machine","Left",0,2
5,23,0,"Cognitive Science",0,5,"Like","Right",0,2
5,23,0,"Cognitive Science",0,6,"Machine","Right",0,1
5,23,0,"Cognitive Science",0,6,"Like","Right",0,1
5,23,0,"Cognitive Science",0,7,"Machine","Right",1,3
5,23,0,"Cognitive Science",0,7,"Like","Left",1,3
5,23,0,"Cognitive Science",0,8,"Machine","Left",1,7
5,23,0,"Cognitive Science",0,8,"Like","Right",1,7
5,23,0,"Cognitive Science",0,9,"Machine","Left",1,7
5,23,0,"Cognitive Science",0,9,"Like","Right",1,7
5,23,0,"Cognitive Science",0,10,"Machine","Right",1,3
5,23,0,"Cognitive Science",0,10,"Like","Left",1,3
5,23,0,"Cognitive Science",0,11,"Machine","Left",1,1
5,23,0,"Cognitive Science",0,11,"Like","Right",1,1
5,23,0,"Cognitive Science",0,12,"Machine","Left",1,1
5,23,0,"Cognitive Science",0,12,"Like","Right",1,1
5,23,0,"Cognitive Science",0,13,"Machine","Right",1,6
5,23,0,"Cognitive Science",0,13,"Like","Left",1,6
5,23,0,"Cognitive Science",0,14,"Machine","Right",1,10
5,23,0,"Cognitive Science",0,14,"Like","Left",1,10
5,23,0,"Cognitive Science",0,15,"Machine","Left",1,4
5,23,0,"Cognitive Science",0,15,"Like","Right",1,4
5,23,0,"Cognitive Science",0,16,"Machine","Right",1,10
5,23,0,"Cognitive Science",0,16,"Like","Left",1,10
5,23,0,"Cognitive Science",0,17,"Machine","Left",1,9
5,23,0,"Cognitive Science",0,17,"Like","Right",1,9
5,23,0,"Cognitive Science",0,18,"Machine","Right",1,5
